,n_estimators,min_samples_split,min_samples_leaf,max_samples,max_depth,train_avg_accuracy,train_avg_recall,train_avg_specificity,train_avg_f1,train_avg_precision,train_std_accuracy,train_std_recall,train_std_specificity,train_std_f1,train_std_precision,test_accuracy,test_recall,test_specificity,test_f1,test_precision,threshold,alpha_h,alpha_p,train_dataset_accuracy,test_dataset_accuracy
0,112,0.325,0.30000000000000004,0.775,1,0.36666666666666664,0.4,0.6,0.2298533218291631,0.1619047619047619,0.02876915707998708,0.24494897427831783,0.24494897427831783,0.14158271190367552,0.10028304613644136,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,38,0.1,0.1,1.0,,0.5476190476190477,0.2,0.8666666666666666,0.1764705882352941,0.15789473684210525,0.08485014133907362,0.20000000000000004,0.1333333333333333,0.1764705882352941,0.15789473684210523,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,1,0.55,0.1,0.325,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,112,1.0,0.1,0.55,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,75,0.775,0.2,0.325,70,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,150,0.1,0.1,0.775,9,0.5571428571428572,0.2,0.9,0.18181818181818182,0.16666666666666669,0.09239813291396311,0.20000000000000004,0.10000000000000002,0.18181818181818182,0.16666666666666669,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,112,0.1,0.2,0.55,9,0.4428571428571429,0.0,1.0,0.0,0.0,0.06675164651845804,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,112,1.0,0.2,0.55,,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,150,1.0,0.5,0.1,1,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,1,0.1,0.4,1.0,10,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,75,0.1,0.5,0.325,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,1,0.775,0.30000000000000004,0.55,70,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,75,1.0,0.4,0.325,70,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,150,0.325,0.2,0.1,70,0.4428571428571429,0.0,1.0,0.0,0.0,0.06675164651845804,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,38,1.0,0.4,1.0,50,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.0206913808111479,0.7143 (150/210),0.6957 (32/46)
0,1,0.1,0.4,0.1,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,75,0.55,0.1,0.775,,0.4714285714285714,0.4,0.6,0.2719298245614035,0.21428571428571427,0.07119007803679074,0.24494897427831783,0.24494897427831783,0.17345368362530866,0.14285714285714285,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,150,0.1,0.4,0.1,90,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,38,0.325,0.5,0.775,10,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,112,0.775,0.30000000000000004,0.325,,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,150,0.55,0.1,0.1,9,0.4428571428571429,0.0,1.0,0.0,0.0,0.06675164651845804,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,150,1.0,0.4,0.775,3,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,150,0.1,0.1,0.55,,0.5571428571428572,0.2,0.9,0.18181818181818182,0.16666666666666669,0.09239813291396311,0.20000000000000004,0.10000000000000002,0.18181818181818182,0.16666666666666669,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,1,0.55,0.4,0.325,10,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,1,1.0,0.1,0.775,50,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,112,0.325,0.30000000000000004,0.775,1,0.36666666666666664,0.4,0.6,0.2298533218291631,0.1619047619047619,0.02876915707998708,0.24494897427831783,0.24494897427831783,0.14158271190367552,0.10028304613644136,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,38,0.1,0.1,1.0,,0.5476190476190477,0.2,0.8666666666666666,0.1764705882352941,0.15789473684210525,0.08485014133907362,0.20000000000000004,0.1333333333333333,0.1764705882352941,0.15789473684210523,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,1,0.55,0.1,0.325,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,112,1.0,0.1,0.55,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,75,0.775,0.2,0.325,70,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,150,0.1,0.1,0.775,9,0.5571428571428572,0.2,0.9,0.18181818181818182,0.16666666666666669,0.09239813291396311,0.20000000000000004,0.10000000000000002,0.18181818181818182,0.16666666666666669,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,112,0.1,0.2,0.55,9,0.4428571428571429,0.0,1.0,0.0,0.0,0.06675164651845804,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,112,1.0,0.2,0.55,,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,150,1.0,0.5,0.1,1,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,1,0.1,0.4,1.0,10,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,75,0.1,0.5,0.325,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,1,0.775,0.30000000000000004,0.55,70,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,75,1.0,0.4,0.325,70,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,150,0.325,0.2,0.1,70,0.4428571428571429,0.0,1.0,0.0,0.0,0.06675164651845804,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,38,1.0,0.4,1.0,50,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.026366508987303583,0.7143 (150/210),0.6957 (32/46)
0,1,0.1,0.4,0.1,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,75,0.55,0.1,0.775,,0.4714285714285714,0.4,0.6,0.2719298245614035,0.21428571428571427,0.07119007803679074,0.24494897427831783,0.24494897427831783,0.17345368362530866,0.14285714285714285,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,150,0.1,0.4,0.1,90,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,38,0.325,0.5,0.775,10,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,112,0.775,0.30000000000000004,0.325,,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,150,0.55,0.1,0.1,9,0.4428571428571429,0.0,1.0,0.0,0.0,0.06675164651845804,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,150,1.0,0.4,0.775,3,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,150,0.1,0.1,0.55,,0.5571428571428572,0.2,0.9,0.18181818181818182,0.16666666666666669,0.09239813291396311,0.20000000000000004,0.10000000000000002,0.18181818181818182,0.16666666666666669,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,1,0.55,0.4,0.325,10,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,1,1.0,0.1,0.775,50,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,112,0.325,0.30000000000000004,0.775,1,0.36666666666666664,0.4,0.6,0.2298533218291631,0.1619047619047619,0.02876915707998708,0.24494897427831783,0.24494897427831783,0.14158271190367552,0.10028304613644136,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,38,0.1,0.1,1.0,,0.5476190476190477,0.2,0.8666666666666666,0.1764705882352941,0.15789473684210525,0.08485014133907362,0.20000000000000004,0.1333333333333333,0.1764705882352941,0.15789473684210523,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,1,0.55,0.1,0.325,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,112,1.0,0.1,0.55,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,75,0.775,0.2,0.325,70,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,150,0.1,0.1,0.775,9,0.5571428571428572,0.2,0.9,0.18181818181818182,0.16666666666666669,0.09239813291396311,0.20000000000000004,0.10000000000000002,0.18181818181818182,0.16666666666666669,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,112,0.1,0.2,0.55,9,0.4428571428571429,0.0,1.0,0.0,0.0,0.06675164651845804,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,112,1.0,0.2,0.55,,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,150,1.0,0.5,0.1,1,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,1,0.1,0.4,1.0,10,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,75,0.1,0.5,0.325,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,1,0.775,0.30000000000000004,0.55,70,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,75,1.0,0.4,0.325,70,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,150,0.325,0.2,0.1,70,0.4428571428571429,0.0,1.0,0.0,0.0,0.06675164651845804,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,38,1.0,0.4,1.0,50,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.03359818286283781,0.7143 (150/210),0.6957 (32/46)
0,1,0.1,0.4,0.1,9,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.04281332398719394,0.7143 (150/210),0.6957 (32/46)
0,75,0.55,0.1,0.775,,0.4714285714285714,0.4,0.6,0.2719298245614035,0.21428571428571427,0.07119007803679074,0.24494897427831783,0.24494897427831783,0.17345368362530866,0.14285714285714285,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.04281332398719394,0.7143 (150/210),0.6957 (32/46)
0,150,0.1,0.4,0.1,90,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.04281332398719394,0.7143 (150/210),0.6957 (32/46)
0,38,0.325,0.5,0.775,10,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.04281332398719394,0.7143 (150/210),0.6957 (32/46)
0,112,0.775,0.30000000000000004,0.325,,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.04281332398719394,0.7143 (150/210),0.6957 (32/46)
0,150,0.55,0.1,0.1,9,0.4428571428571429,0.0,1.0,0.0,0.0,0.06675164651845804,0.0,0.0,0.0,0.0,0.45652173913043476,0.0,1.0,0.0,0.0,13.542668500733335,0.01,0.04281332398719394,0.7143 (150/210),0.6957 (32/46)
0,150,1.0,0.4,0.775,3,0.5571428571428572,1.0,0.0,0.7057737198391132,0.5571428571428572,0.06675164651845802,0.0,0.0,0.057382344124113076,0.06675164651845802,0.5434782608695652,1.0,0.0,0.704225352112676,0.5434782608695652,13.542668500733335,0.01,0.04281332398719394,0.7143 (150/210),0.6957 (32/46)
